time_s,pos,setpoint,error,p_term,i_term,d_term,pid_out,velocity,motor_pos,kp,ki,kd,deadband,lead_ms,lag_ms,integral_accum,ball_px_x,ball_px_y,ball_radius,auto,integral_on,leadlag_on
152.0393,0.3134,0.4800,-0.1666,-166.63,5.33,1837.18,1675.9,-3333.0,571.8,1000.0,50.0,5000.0,0.0000,500,150,0.106560,200,235,25,1,1,1
152.1032,0.3394,0.4800,-0.1406,-140.57,4.88,2036.73,1901.0,-3703.0,335.1,1000.0,50.0,5000.0,0.0000,500,150,0.097568,217,237,25,1,1,1
152.1711,0.3648,0.4800,-0.1152,-115.16,4.49,1870.47,1759.8,-2907.7,137.6,1000.0,50.0,5000.0,0.0000,500,150,0.089745,233,237,26,1,1,1
152.2357,0.3906,0.4800,-0.0894,-89.37,4.20,1998.88,1913.7,-3157.6,-66.2,1000.0,50.0,5000.0,0.0000,500,150,0.083982,250,239,25,1,1,1
152.3037,0.4164,0.4800,-0.0636,-63.59,3.98,1894.75,1835.1,-2667.4,-247.8,1000.0,50.0,5000.0,0.0000,500,150,0.079655,266,239,25,1,1,1
152.3717,0.4428,0.4800,-0.0372,-37.22,3.86,1938.88,1905.5,-2720.7,-432.7,1000.0,50.0,5000.0,0.0000,500,150,0.077124,283,238,24,1,1,1
152.4353,0.4668,0.4800,-0.0132,-13.23,3.81,1884.38,1875.0,-2464.4,-589.5,1000.0,50.0,5000.0,0.0000,500,150,0.076282,298,239,24,1,1,1
152.5038,0.4914,0.4800,0.0114,11.41,3.85,1800.92,1816.2,-2165.2,-737.7,1000.0,50.0,5000.0,0.0000,500,150,0.077062,314,239,24,1,1,1
152.5674,0.5155,0.4800,0.0355,35.50,3.97,1892.77,1932.2,-2456.1,-893.9,1000.0,50.0,5000.0,0.0000,500,150,0.079322,329,238,24,1,1,1
152.6352,0.5392,0.4800,0.0592,59.24,4.17,1749.14,1812.5,-1980.9,-1028.3,1000.0,50.0,5000.0,0.0000,500,150,0.083341,345,237,24,1,1,1
152.7032,0.5598,0.4800,0.0798,79.78,4.44,1511.30,1595.5,-1274.3,-1114.9,1000.0,50.0,5000.0,0.0000,500,150,0.088761,358,237,23,1,1,1
152.7676,0.5785,0.4800,0.0985,98.45,4.76,1449.82,1553.0,-1206.2,-1192.7,1000.0,50.0,5000.0,0.0000,500,150,0.095104,370,237,23,1,1,1
152.8359,0.5938,0.4800,0.1138,113.75,5.14,1121.26,1240.2,-304.4,-1213.4,1000.0,50.0,5000.0,0.0000,500,150,0.102862,380,237,24,1,1,1
152.8995,0.6092,0.4800,0.1292,129.20,5.55,1211.94,1346.7,-820.3,-1265.7,1000.0,50.0,5000.0,0.0000,500,150,0.111095,389,237,24,1,1,1
152.9674,0.6224,0.4800,0.1424,142.45,6.04,976.45,1124.9,-236.7,-1281.7,1000.0,50.0,5000.0,0.0000,500,150,0.120759,398,239,23,1,1,1
153.0354,0.6326,0.4800,0.1526,152.63,6.56,748.99,908.2,259.6,-1264.1,1000.0,50.0,5000.0,0.0000,500,150,0.131140,404,237,23,1,1,1
153.0996,0.6414,0.4800,0.1614,161.41,7.07,683.43,851.9,202.7,-1251.1,1000.0,50.0,5000.0,0.0000,500,150,0.141500,410,237,23,1,1,1
153.1672,0.6488,0.4800,0.1688,168.76,7.65,543.83,720.2,402.2,-1223.9,1000.0,50.0,5000.0,0.0000,500,150,0.152908,415,237,22,1,1,1
153.2318,0.6535,0.4800,0.1735,173.47,8.21,364.68,546.4,719.1,-1177.4,1000.0,50.0,5000.0,0.0000,500,150,0.164107,418,236,22,1,1,1
153.2994,0.6563,0.4800,0.1763,176.29,8.80,208.43,393.5,942.4,-1113.7,1000.0,50.0,5000.0,0.0000,500,150,0.176042,420,237,22,1,1,1
153.3631,0.6571,0.4800,0.1771,177.08,9.37,62.27,248.7,1126.8,-1042.0,1000.0,50.0,5000.0,0.0000,500,150,0.187313,420,237,22,1,1,1
153.4312,0.6572,0.4800,0.1772,177.22,9.97,9.80,197.0,1014.7,-972.8,1000.0,50.0,5000.0,0.0000,500,150,0.199398,420,237,22,1,1,1
153.4994,0.6555,0.4800,0.1755,175.54,10.57,-122.82,63.3,1189.3,-891.8,1000.0,50.0,5000.0,0.0000,500,150,0.211355,419,238,22,1,1,1
153.5631,0.6518,0.4800,0.1718,171.76,11.11,-297.14,-114.3,1491.8,-796.7,1000.0,50.0,5000.0,0.0000,500,150,0.222293,417,238,22,1,1,1
153.6314,0.6465,0.4800,0.1665,166.48,11.68,-385.88,-207.7,1508.7,-693.6,1000.0,50.0,5000.0,0.0000,500,150,0.233670,413,238,22,1,1,1
153.6956,0.6404,0.4800,0.1604,160.38,12.20,-476.24,-303.7,1548.5,-594.3,1000.0,50.0,5000.0,0.0000,500,150,0.243953,409,239,22,1,1,1
153.7631,0.6333,0.4800,0.1533,153.32,12.72,-522.35,-356.3,1465.1,-495.4,1000.0,50.0,5000.0,0.0000,500,150,0.254309,405,240,22,1,1,1
153.8317,0.6249,0.4800,0.1449,144.90,13.21,-614.25,-456.1,1555.0,-388.7,1000.0,50.0,5000.0,0.0000,500,150,0.264242,399,240,23,1,1,1
153.8952,0.6136,0.4800,0.1336,133.62,13.64,-886.69,-739.4,2216.0,-247.9,1000.0,50.0,5000.0,0.0000,500,150,0.272741,392,238,23,1,1,1
153.9632,0.6039,0.4800,0.1239,123.91,14.06,-714.62,-576.7,1418.4,-151.5,1000.0,50.0,5000.0,0.0000,500,150,0.281162,386,240,23,1,1,1
154.0272,0.5919,0.4800,0.1119,111.89,14.42,-938.67,-812.4,1982.8,-24.5,1000.0,50.0,5000.0,0.0000,500,150,0.288323,378,239,23,1,1,1
154.0955,0.5814,0.4800,0.1014,101.40,14.76,-768.21,-652.0,1253.4,61.0,1000.0,50.0,5000.0,0.0000,500,150,0.295245,372,240,23,1,1,1
154.1635,0.5688,0.4800,0.0888,88.77,15.06,-929.01,-825.2,1671.3,174.7,1000.0,50.0,5000.0,0.0000,500,150,0.301283,364,239,23,1,1,1
154.2274,0.5552,0.4800,0.0752,75.23,15.30,-1059.54,-969.0,1949.8,299.2,1000.0,50.0,5000.0,0.0000,500,150,0.306089,355,240,23,1,1,1
154.2955,0.5422,0.4800,0.0622,62.16,15.52,-958.71,-881.0,1482.5,400.3,1000.0,50.0,5000.0,0.0000,500,150,0.310325,346,240,23,1,1,1
154.3592,0.5283,0.4800,0.0483,48.34,15.67,-1084.74,-1020.7,1796.7,514.7,1000.0,50.0,5000.0,0.0000,500,150,0.313405,338,240,23,1,1,1
154.4271,0.5153,0.4800,0.0353,35.32,15.79,-959.29,-908.2,1293.7,602.6,1000.0,50.0,5000.0,0.0000,500,150,0.315801,329,240,22,1,1,1
154.4953,0.5027,0.4800,0.0227,22.71,15.87,-923.55,-885.0,1145.3,680.7,1000.0,50.0,5000.0,0.0000,500,150,0.317352,321,240,22,1,1,1
154.5588,0.4918,0.4800,0.0118,11.76,15.90,-862.51,-834.8,938.2,740.2,1000.0,50.0,5000.0,0.0000,500,150,0.318098,314,240,22,1,1,1
154.6330,0.4801,0.4800,0.0001,0.14,15.91,-783.71,-767.7,709.3,792.9,1000.0,50.0,5000.0,0.0000,500,150,0.318108,307,240,22,1,1,1
154.6907,0.4706,0.4800,-0.0094,-9.35,15.88,-820.85,-814.3,865.6,842.8,1000.0,50.0,5000.0,0.0000,500,150,0.317568,301,240,22,1,1,1
154.7597,0.4617,0.4800,-0.0183,-18.28,15.82,-647.70,-650.2,346.2,866.7,1000.0,50.0,5000.0,0.0000,500,150,0.316308,295,240,22,1,1,1
154.8278,0.4534,0.4800,-0.0266,-26.60,15.72,-610.68,-621.6,317.7,888.4,1000.0,50.0,5000.0,0.0000,500,150,0.314497,290,240,22,1,1,1
154.8912,0.4464,0.4800,-0.0336,-33.56,15.62,-549.41,-567.4,209.8,901.6,1000.0,50.0,5000.0,0.0000,500,150,0.312369,285,240,22,1,1,1
154.9596,0.4394,0.4800,-0.0406,-40.60,15.48,-514.06,-539.2,193.3,914.9,1000.0,50.0,5000.0,0.0000,500,150,0.309592,281,239,22,1,1,1
155.0234,0.4348,0.4800,-0.0452,-45.17,15.34,-358.33,-388.2,-206.6,901.7,1000.0,50.0,5000.0,0.0000,500,150,0.306710,278,239,22,1,1,1
155.0912,0.4302,0.4800,-0.0498,-49.83,15.17,-344.16,-378.8,-117.7,893.7,1000.0,50.0,5000.0,0.0000,500,150,0.303332,275,239,21,1,1,1
155.1616,0.4273,0.4800,-0.0527,-52.66,14.98,-200.39,-238.1,-456.0,861.6,1000.0,50.0,5000.0,0.0000,500,150,0.299624,273,240,22,1,1,1
155.2235,0.4250,0.4800,-0.0550,-54.98,14.81,-187.70,-227.9,-350.0,839.9,1000.0,50.0,5000.0,0.0000,500,150,0.296219,272,240,22,1,1,1
155.2919,0.4242,0.4800,-0.0558,-55.83,14.62,-62.11,-103.3,-621.9,797.4,1000.0,50.0,5000.0,0.0000,500,150,0.292402,271,240,22,1,1,1
155.3560,0.4236,0.4800,-0.0564,-56.44,14.44,-47.33,-89.3,-521.5,764.0,1000.0,50.0,5000.0,0.0000,500,150,0.288785,271,239,22,1,1,1
155.4236,0.4242,0.4800,-0.0558,-55.78,14.25,48.53,7.0,-699.3,716.8,1000.0,50.0,5000.0,0.0000,500,150,0.285014,271,240,21,1,1,1
155.4879,0.4253,0.4800,-0.0547,-54.68,14.08,85.58,45.0,-679.9,673.0,1000.0,50.0,5000.0,0.0000,500,150,0.281502,272,240,22,1,1,1
155.5548,0.4270,0.4800,-0.0530,-53.04,13.90,122.50,83.4,-673.1,628.0,1000.0,50.0,5000.0,0.0000,500,150,0.277949,273,239,21,1,1,1
155.6234,0.4298,0.4800,-0.0502,-50.21,13.73,206.06,169.6,-823.7,571.5,1000.0,50.0,5000.0,0.0000,500,150,0.274506,275,240,21,1,1,1
155.6874,0.4324,0.4800,-0.0476,-47.60,13.57,204.21,170.2,-695.9,527.0,1000.0,50.0,5000.0,0.0000,500,150,0.271458,276,240,21,1,1,1
155.7555,0.4355,0.4800,-0.0445,-44.52,13.42,226.14,195.0,-668.8,481.4,1000.0,50.0,5000.0,0.0000,500,150,0.268427,278,239,22,1,1,1
155.8192,0.4401,0.4800,-0.0399,-39.92,13.29,360.60,334.0,-1005.9,417.3,1000.0,50.0,5000.0,0.0000,500,150,0.265883,281,240,22,1,1,1
155.8874,0.4445,0.4800,-0.0355,-35.49,13.17,325.66,303.3,-777.7,364.3,1000.0,50.0,5000.0,0.0000,500,150,0.263465,284,240,21,1,1,1
155.9554,0.4489,0.4800,-0.0311,-31.11,13.07,321.60,303.6,-684.4,317.7,1000.0,50.0,5000.0,0.0000,500,150,0.261348,287,240,21,1,1,1
156.0195,0.4539,0.4800,-0.0261,-26.10,12.98,391.11,378.0,-839.8,263.9,1000.0,50.0,5000.0,0.0000,500,150,0.259675,290,240,21,1,1,1
156.0876,0.4587,0.4800,-0.0213,-21.31,12.91,351.48,343.1,-640.0,220.3,1000.0,50.0,5000.0,0.0000,500,150,0.258224,293,240,21,1,1,1
156.1517,0.4636,0.4800,-0.0164,-16.41,12.86,382.23,378.7,-691.5,176.0,1000.0,50.0,5000.0,0.0000,500,150,0.257172,296,240,22,1,1,1
156.2196,0.4683,0.4800,-0.0117,-11.66,12.82,349.82,351.0,-543.6,139.1,1000.0,50.0,5000.0,0.0000,500,150,0.256381,299,240,22,1,1,1
156.2876,0.4737,0.4800,-0.0063,-6.33,12.80,391.96,398.4,-652.6,94.7,1000.0,50.0,5000.0,0.0000,500,150,0.255950,303,241,22,1,1,1
156.3518,0.4789,0.4800,-0.0011,-1.09,12.79,407.73,419.4,-667.4,51.9,1000.0,50.0,5000.0,0.0000,500,150,0.255880,306,240,21,1,1,1
156.4217,0.4830,0.4800,0.0030,3.01,12.80,293.15,309.0,-275.6,32.6,1000.0,50.0,5000.0,0.0000,500,150,0.256091,309,240,21,1,1,1
156.4835,0.4880,0.4800,0.0080,8.03,12.83,406.24,427.1,-648.7,-7.4,1000.0,50.0,5000.0,0.0000,500,150,0.256587,312,240,21,1,1,1
156.5509,0.4926,0.4800,0.0126,12.57,12.87,337.35,362.8,-405.3,-34.8,1000.0,50.0,5000.0,0.0000,500,150,0.257434,315,240,21,1,1,1
156.6195,0.4968,0.4800,0.0168,16.77,12.93,305.90,335.6,-312.5,-56.2,1000.0,50.0,5000.0,0.0000,500,150,0.258584,317,240,22,1,1,1
156.6837,0.5009,0.4800,0.0209,20.91,13.00,322.30,356.2,-381.0,-80.7,1000.0,50.0,5000.0,0.0000,500,150,0.259927,320,240,22,1,1,1
156.7513,0.5051,0.4800,0.0251,25.12,13.08,311.24,349.4,-355.1,-104.7,1000.0,50.0,5000.0,0.0000,500,150,0.261625,323,240,21,1,1,1
156.8156,0.5082,0.4800,0.0282,28.17,13.17,236.96,278.3,-133.3,-113.3,1000.0,50.0,5000.0,0.0000,500,150,0.263438,325,240,21,1,1,1
156.8831,0.5106,0.4800,0.0306,30.63,13.28,182.67,226.6,-1.6,-113.4,1000.0,50.0,5000.0,0.0000,500,150,0.265505,326,240,21,1,1,1
156.9515,0.5133,0.4800,0.0333,33.32,13.39,196.60,243.3,-98.1,-120.1,1000.0,50.0,5000.0,0.0000,500,150,0.267783,328,240,21,1,1,1
157.0149,0.5160,0.4800,0.0360,36.01,13.50,212.22,261.7,-184.0,-131.7,1000.0,50.0,5000.0,0.0000,500,150,0.270068,330,241,21,1,1,1
157.0832,0.5173,0.4800,0.0373,37.29,13.63,93.06,144.0,165.9,-120.4,1000.0,50.0,5000.0,0.0000,500,150,0.272615,331,241,21,1,1,1
157.1472,0.5183,0.4800,0.0383,38.31,13.75,80.32,132.4,140.4,-111.4,1000.0,50.0,5000.0,0.0000,500,150,0.275064,331,241,21,1,1,1
157.2154,0.5190,0.4800,0.0390,39.05,13.89,53.71,106.6,166.2,-100.1,1000.0,50.0,5000.0,0.0000,500,150,0.277729,332,241,21,1,1,1
157.2831,0.5194,0.4800,0.0394,39.37,14.02,24.07,77.5,202.7,-86.4,1000.0,50.0,5000.0,0.0000,500,150,0.280395,332,241,21,1,1,1
157.3468,0.5196,0.4800,0.0396,39.55,14.15,14.28,68.0,176.5,-75.1,1000.0,50.0,5000.0,0.0000,500,150,0.282915,332,240,21,1,1,1
157.4154,0.5192,0.4800,0.0392,39.18,14.28,-26.98,26.5,256.8,-57.5,1000.0,50.0,5000.0,0.0000,500,150,0.285601,332,241,21,1,1,1
157.4791,0.5190,0.4800,0.0390,39.04,14.40,-11.59,41.9,153.0,-47.8,1000.0,50.0,5000.0,0.0000,500,150,0.288087,332,241,21,1,1,1
157.5471,0.5189,0.4800,0.0389,38.91,14.54,-9.32,44.1,107.3,-40.5,1000.0,50.0,5000.0,0.0000,500,150,0.290735,332,241,21,1,1,1
157.6152,0.5180,0.4800,0.0380,37.97,14.67,-69.09,-16.5,265.2,-22.4,1000.0,50.0,5000.0,0.0000,500,150,0.293319,331,240,21,1,1,1
157.6792,0.5176,0.4800,0.0376,37.59,14.79,-29.71,22.7,94.6,-16.4,1000.0,50.0,5000.0,0.0000,500,150,0.295727,331,241,21,1,1,1
157.7478,0.5164,0.4800,0.0364,36.38,14.91,-88.11,-36.8,255.8,1.2,1000.0,50.0,5000.0,0.0000,500,150,0.298218,330,240,21,1,1,1
157.8118,0.5152,0.4800,0.0352,35.23,15.02,-90.03,-39.8,221.6,15.4,1000.0,50.0,5000.0,0.0000,500,150,0.300475,329,241,21,1,1,1
157.8796,0.5135,0.4800,0.0335,33.51,15.14,-127.15,-78.5,305.7,36.1,1000.0,50.0,5000.0,0.0000,500,150,0.302745,328,240,21,1,1,1
157.9433,0.5117,0.4800,0.0317,31.72,15.24,-140.15,-93.2,306.3,55.6,1000.0,50.0,5000.0,0.0000,500,150,0.304766,327,240,21,1,1,1
158.0114,0.5104,0.4800,0.0304,30.44,15.34,-93.88,-48.1,124.1,64.0,1000.0,50.0,5000.0,0.0000,500,150,0.306840,326,240,21,1,1,1
158.0799,0.5082,0.4800,0.0282,28.19,15.44,-164.21,-120.6,333.9,86.9,1000.0,50.0,5000.0,0.0000,500,150,0.308769,325,240,21,1,1,1
158.1432,0.5066,0.4800,0.0266,26.64,15.52,-122.63,-80.5,167.2,97.5,1000.0,50.0,5000.0,0.0000,500,150,0.310456,324,241,21,1,1,1
158.2120,0.5044,0.4800,0.0244,24.40,15.61,-163.08,-123.1,282.2,116.9,1000.0,50.0,5000.0,0.0000,500,150,0.312134,322,241,21,1,1,1
158.2762,0.5023,0.4800,0.0223,22.34,15.68,-159.68,-121.7,246.3,132.7,1000.0,50.0,5000.0,0.0000,500,150,0.313570,321,241,21,1,1,1
158.3428,0.5000,0.4800,0.0200,20.03,15.75,-173.82,-138.0,272.4,150.9,1000.0,50.0,5000.0,0.0000,500,150,0.314905,320,241,21,1,1,1
158.4129,0.4981,0.4800,0.0181,18.06,15.81,-140.52,-106.7,148.4,161.3,1000.0,50.0,5000.0,0.0000,500,150,0.316169,318,241,21,1,1,1
158.4752,0.4961,0.4800,0.0161,16.09,15.86,-157.62,-125.7,199.1,173.7,1000.0,50.0,5000.0,0.0000,500,150,0.317172,317,241,21,1,1,1
158.5443,0.4939,0.4800,0.0139,13.91,15.91,-158.20,-128.4,193.0,187.0,1000.0,50.0,5000.0,0.0000,500,150,0.318132,316,241,21,1,1,1
158.6074,0.4922,0.4800,0.0122,12.16,15.95,-138.36,-110.3,123.9,194.8,1000.0,50.0,5000.0,0.0000,500,150,0.318900,314,241,21,1,1,1
158.6751,0.4898,0.4800,0.0098,9.80,15.98,-174.25,-148.5,239.8,211.1,1000.0,50.0,5000.0,0.0000,500,150,0.319564,313,240,21,1,1,1
158.7441,0.4879,0.4800,0.0079,7.94,16.01,-134.88,-110.9,105.2,218.3,1000.0,50.0,5000.0,0.0000,500,150,0.320112,312,241,21,1,1,1
158.8099,0.4862,0.4800,0.0062,6.21,16.03,-131.67,-109.4,101.7,225.0,1000.0,50.0,5000.0,0.0000,500,150,0.320520,311,240,21,1,1,1
158.8745,0.4847,0.4800,0.0047,4.69,16.04,-117.02,-96.3,62.5,229.1,1000.0,50.0,5000.0,0.0000,500,150,0.320824,310,241,22,1,1,1
158.9394,0.4836,0.4800,0.0036,3.59,16.05,-84.81,-65.2,-27.4,227.3,1000.0,50.0,5000.0,0.0000,500,150,0.321057,309,241,21,1,1,1
159.0073,0.4823,0.4800,0.0023,2.27,16.06,-97.56,-79.2,34.6,229.6,1000.0,50.0,5000.0,0.0000,500,150,0.321211,308,241,21,1,1,1
159.0758,0.4808,0.4800,0.0008,0.83,16.06,-105.08,-88.2,71.2,234.5,1000.0,50.0,5000.0,0.0000,500,150,0.321268,307,241,21,1,1,1
159.1393,0.4803,0.4800,0.0003,0.29,16.06,-42.18,-25.8,-118.9,227.0,1000.0,50.0,5000.0,0.0000,500,150,0.321286,307,240,21,1,1,1
159.2076,0.4793,0.4800,-0.0007,-0.74,16.06,-75.50,-60.2,16.4,228.1,1000.0,50.0,5000.0,0.0000,500,150,0.321236,306,241,21,1,1,1
159.2716,0.4789,0.4800,-0.0011,-1.09,16.06,-27.76,-12.8,-121.9,220.3,1000.0,50.0,5000.0,0.0000,500,150,0.321166,306,241,21,1,1,1
159.3391,0.4789,0.4800,-0.0011,-1.09,16.05,0.00,15.0,-181.3,208.0,1000.0,50.0,5000.0,0.0000,500,150,0.321092,306,241,21,1,1,1
159.4071,0.4794,0.4800,-0.0006,-0.63,16.05,34.01,49.4,-255.3,190.7,1000.0,50.0,5000.0,0.0000,500,150,0.321049,306,240,22,1,1,1
159.4715,0.4799,0.4800,-0.0001,-0.10,16.05,41.31,57.3,-238.8,175.3,1000.0,50.0,5000.0,0.0000,500,150,0.321043,307,240,21,1,1,1
159.5389,0.4807,0.4800,0.0007,0.71,16.05,59.88,76.6,-262.9,157.6,1000.0,50.0,5000.0,0.0000,500,150,0.321091,307,241,21,1,1,1
159.6039,0.4817,0.4800,0.0017,1.70,16.06,76.45,94.2,-280.5,139.3,1000.0,50.0,5000.0,0.0000,500,150,0.321201,308,240,21,1,1,1
159.6719,0.4825,0.4800,0.0025,2.52,16.07,60.16,78.7,-195.6,126.0,1000.0,50.0,5000.0,0.0000,500,150,0.321372,308,241,21,1,1,1
159.7392,0.4827,0.4800,0.0027,2.72,16.08,14.59,33.4,-31.7,123.9,1000.0,50.0,5000.0,0.0000,500,150,0.321555,308,240,21,1,1,1
159.8036,0.4838,0.4800,0.0038,3.76,16.09,81.15,101.0,-241.8,108.3,1000.0,50.0,5000.0,0.0000,500,150,0.321798,309,240,21,1,1,1
159.8715,0.4849,0.4800,0.0049,4.87,16.11,81.51,102.5,-218.5,93.5,1000.0,50.0,5000.0,0.0000,500,150,0.322128,310,241,21,1,1,1
159.9357,0.4855,0.4800,0.0055,5.48,16.12,47.96,69.6,-93.4,87.5,1000.0,50.0,5000.0,0.0000,500,150,0.322480,310,240,21,1,1,1
160.0033,0.4860,0.4800,0.0060,6.03,16.14,40.08,62.2,-66.0,83.1,1000.0,50.0,5000.0,0.0000,500,150,0.322887,311,240,21,1,1,1
160.0671,0.4863,0.4800,0.0063,6.31,16.16,21.90,44.4,-9.8,82.4,1000.0,50.0,5000.0,0.0000,500,150,0.323290,311,240,21,1,1,1
160.1351,0.4867,0.4800,0.0067,6.72,16.19,30.44,53.3,-44.5,79.4,1000.0,50.0,5000.0,0.0000,500,150,0.323746,311,241,21,1,1,1
160.2037,0.4867,0.4800,0.0067,6.72,16.21,0.00,22.9,48.1,82.7,1000.0,50.0,5000.0,0.0000,500,150,0.324207,311,240,21,1,1,1
160.2666,0.4866,0.4800,0.0066,6.63,16.23,-6.93,15.9,55.7,86.2,1000.0,50.0,5000.0,0.0000,500,150,0.324625,311,240,21,1,1,1
160.3358,0.4867,0.4800,0.0067,6.67,16.25,3.12,26.0,10.2,86.9,1000.0,50.0,5000.0,0.0000,500,150,0.325086,311,240,21,1,1,1
160.3995,0.4862,0.4800,0.0062,6.15,16.27,-41.05,-18.6,141.6,95.9,1000.0,50.0,5000.0,0.0000,500,150,0.325478,311,240,21,1,1,1
160.4668,0.4853,0.4800,0.0053,5.34,16.29,-60.16,-38.5,178.9,108.0,1000.0,50.0,5000.0,0.0000,500,150,0.325838,310,240,21,1,1,1
160.5349,0.4849,0.4800,0.0049,4.87,16.31,-34.56,-13.4,73.1,113.0,1000.0,50.0,5000.0,0.0000,500,150,0.326170,310,241,21,1,1,1
160.5996,0.4841,0.4800,0.0041,4.09,16.32,-60.51,-40.1,144.1,122.3,1000.0,50.0,5000.0,0.0000,500,150,0.326433,309,241,21,1,1,1
160.6671,0.4834,0.4800,0.0034,3.42,16.33,-49.59,-29.8,91.7,128.5,1000.0,50.0,5000.0,0.0000,500,150,0.326665,309,240,21,1,1,1
160.7311,0.4828,0.4800,0.0028,2.79,16.34,-49.25,-30.1,80.3,133.6,1000.0,50.0,5000.0,0.0000,500,150,0.326843,308,241,21,1,1,1
160.7994,0.4820,0.4800,0.0020,2.03,16.35,-55.44,-37.1,91.9,139.9,1000.0,50.0,5000.0,0.0000,500,150,0.326982,308,241,21,1,1,1
160.8673,0.4814,0.4800,0.0014,1.43,16.35,-44.23,-26.4,48.1,143.1,1000.0,50.0,5000.0,0.0000,500,150,0.327079,308,241,21,1,1,1
160.9312,0.4807,0.4800,0.0007,0.67,16.36,-59.88,-42.9,94.7,149.2,1000.0,50.0,5000.0,0.0000,500,150,0.327121,307,241,21,1,1,1
160.9994,0.4805,0.4800,0.0005,0.47,16.36,-14.40,2.4,-56.0,145.4,1000.0,50.0,5000.0,0.0000,500,150,0.327153,307,241,22,1,1,1
161.0629,0.4791,0.4800,-0.0009,-0.87,16.35,-105.39,-89.9,241.0,160.7,1000.0,50.0,5000.0,0.0000,500,150,0.327098,306,240,21,1,1,1
161.1317,0.4792,0.4800,-0.0008,-0.83,16.35,2.84,18.4,-124.8,152.1,1000.0,50.0,5000.0,0.0000,500,150,0.327041,306,240,21,1,1,1
161.1991,0.4791,0.4800,-0.0009,-0.89,16.35,-4.48,11.0,-80.8,146.6,1000.0,50.0,5000.0,0.0000,500,150,0.326981,306,240,21,1,1,1
161.2632,0.4789,0.4800,-0.0011,-1.09,16.35,-15.82,-0.6,-31.2,144.6,1000.0,50.0,5000.0,0.0000,500,150,0.326911,306,241,22,1,1,1
161.3311,0.4791,0.4800,-0.0009,-0.89,16.34,14.90,30.4,-120.8,136.4,1000.0,50.0,5000.0,0.0000,500,150,0.326850,306,240,21,1,1,1
161.3956,0.4793,0.4800,-0.0007,-0.68,16.34,16.18,31.8,-107.5,129.5,1000.0,50.0,5000.0,0.0000,500,150,0.326806,306,241,21,1,1,1
161.4633,0.4798,0.4800,-0.0002,-0.22,16.34,34.12,50.2,-149.5,119.4,1000.0,50.0,5000.0,0.0000,500,150,0.326791,307,241,21,1,1,1
161.5319,0.4801,0.4800,0.0001,0.09,16.34,22.53,39.0,-94.9,112.9,1000.0,50.0,5000.0,0.0000,500,150,0.326797,307,241,21,1,1,1
161.5959,0.4806,0.4800,0.0006,0.57,16.34,37.96,54.9,-133.2,104.4,1000.0,50.0,5000.0,0.0000,500,150,0.326834,307,241,21,1,1,1
161.6634,0.4809,0.4800,0.0009,0.86,16.34,21.07,38.3,-66.1,99.9,1000.0,50.0,5000.0,0.0000,500,150,0.326892,307,241,21,1,1,1
161.7275,0.4812,0.4800,0.0012,1.20,16.35,26.47,44.0,-78.4,94.9,1000.0,50.0,5000.0,0.0000,500,150,0.326969,307,241,21,1,1,1
161.7958,0.4815,0.4800,0.0015,1.55,16.35,25.45,43.3,-69.6,90.1,1000.0,50.0,5000.0,0.0000,500,150,0.327074,308,241,21,1,1,1
161.8636,0.4817,0.4800,0.0017,1.69,16.36,10.67,28.7,-19.0,88.8,1000.0,50.0,5000.0,0.0000,500,150,0.327189,308,241,21,1,1,1
161.9277,0.4817,0.4800,0.0017,1.69,16.36,0.00,18.1,12.2,89.6,1000.0,50.0,5000.0,0.0000,500,150,0.327298,308,241,21,1,1,1
161.9956,0.4813,0.4800,0.0013,1.26,16.37,-31.42,-13.8,105.0,96.7,1000.0,50.0,5000.0,0.0000,500,150,0.327383,308,240,21,1,1,1
162.0596,0.4813,0.4800,0.0013,1.29,16.37,2.13,19.8,-17.3,95.6,1000.0,50.0,5000.0,0.0000,500,150,0.327466,308,241,22,1,1,1
162.1274,0.4812,0.4800,0.0012,1.16,16.38,-9.45,8.1,18.5,96.9,1000.0,50.0,5000.0,0.0000,500,150,0.327545,307,241,21,1,1,1
162.1959,0.4814,0.4800,0.0014,1.41,16.38,17.93,35.7,-72.5,91.9,1000.0,50.0,5000.0,0.0000,500,150,0.327642,308,241,21,1,1,1
162.2590,0.4815,0.4800,0.0015,1.55,16.39,10.80,28.7,-43.5,89.2,1000.0,50.0,5000.0,0.0000,500,150,0.327739,308,241,21,1,1,1
162.3276,0.4817,0.4800,0.0017,1.70,16.39,11.43,29.5,-43.0,86.2,1000.0,50.0,5000.0,0.0000,500,150,0.327856,308,240,21,1,1,1
162.3911,0.4813,0.4800,0.0013,1.25,16.40,-35.55,-17.9,106.8,93.0,1000.0,50.0,5000.0,0.0000,500,150,0.327935,308,240,21,1,1,1
162.4591,0.4813,0.4800,0.0013,1.28,16.40,1.85,19.5,-27.0,91.2,1000.0,50.0,5000.0,0.0000,500,150,0.328022,308,241,21,1,1,1
162.5238,0.4817,0.4800,0.0017,1.69,16.41,32.08,50.2,-120.6,83.4,1000.0,50.0,5000.0,0.0000,500,150,0.328131,308,241,21,1,1,1
162.5917,0.4815,0.4800,0.0015,1.53,16.41,-11.52,6.4,29.1,85.3,1000.0,50.0,5000.0,0.0000,500,150,0.328236,308,241,21,1,1,1
