time_s,pos,setpoint,error,p_term,i_term,d_term,pid_out,velocity,motor_pos,kp,ki,kd,deadband,lead_ms,lag_ms,integral_accum,ball_px_x,ball_px_y,ball_radius,auto,integral_on,leadlag_on
68.0714,0.3305,0.8100,-0.4795,-479.53,-50.00,229.38,-300.2,136.6,1613.0,1000.0,50.0,5000.0,0.0000,500,150,-1.000000,211,238,22,1,1,1
68.1342,0.3345,0.8100,-0.4755,-475.52,-50.00,319.14,-206.4,-121.9,1605.3,1000.0,50.0,5000.0,0.0000,500,150,-1.000000,214,238,22,1,1,1
68.2026,0.3389,0.8100,-0.4711,-471.15,-50.00,319.46,-201.7,-71.3,1600.5,1000.0,50.0,5000.0,0.0000,500,150,-1.000000,216,239,22,1,1,1
68.2701,0.3430,0.8400,-0.4970,-497.03,-50.00,-1914.80,-2461.8,6994.0,2072.6,1000.0,50.0,5000.0,0.0000,500,150,-1.000000,219,238,22,1,1,1
68.3342,0.3483,0.8400,-0.4917,-491.65,-50.00,420.00,-121.7,-1163.8,1998.0,1000.0,50.0,5000.0,0.0000,500,150,-1.000000,222,239,22,1,1,1
68.4022,0.3530,0.8400,-0.4870,-486.98,-50.00,343.50,-193.5,-686.2,1951.4,1000.0,50.0,5000.0,0.0000,500,150,-1.000000,225,238,22,1,1,1
68.4663,0.3583,0.8400,-0.4817,-481.74,-50.00,408.73,-123.0,-730.4,1904.6,1000.0,50.0,5000.0,0.0000,500,150,-1.000000,229,238,22,1,1,1
68.5339,0.3633,0.8400,-0.4767,-476.72,-50.00,371.51,-155.2,-461.4,1873.4,1000.0,50.0,5000.0,0.0000,500,150,-1.000000,232,237,22,1,1,1
68.6025,0.3684,0.8400,-0.4716,-471.59,-50.00,373.65,-147.9,-361.7,1848.6,1000.0,50.0,5000.0,0.0000,500,150,-1.000000,235,238,22,1,1,1
68.6661,0.3742,0.8400,-0.4658,-465.84,-50.00,451.89,-64.0,-521.3,1815.4,1000.0,50.0,5000.0,0.0000,500,150,-1.000000,239,239,22,1,1,1
68.7344,0.3796,0.8400,-0.4604,-460.43,-50.00,395.86,-114.6,-248.3,1798.5,1000.0,50.0,5000.0,0.0000,500,150,-1.000000,242,239,22,1,1,1
68.7978,0.3845,0.8400,-0.4555,-455.54,-50.00,385.62,-119.9,-159.7,1788.3,1000.0,50.0,5000.0,0.0000,500,150,-1.000000,246,238,22,1,1,1
68.8661,0.3896,0.8400,-0.4504,-450.37,-50.00,378.48,-121.9,-98.2,1781.6,1000.0,50.0,5000.0,0.0000,500,150,-1.000000,249,239,22,1,1,1
68.9351,0.3949,0.8400,-0.4451,-445.10,-50.00,382.04,-113.1,-82.0,1776.0,1000.0,50.0,5000.0,0.0000,500,150,-1.000000,252,239,22,1,1,1
68.9982,0.3996,0.8400,-0.4404,-440.44,-50.00,369.04,-121.4,-17.4,1774.9,1000.0,50.0,5000.0,0.0000,500,150,-1.000000,255,239,22,1,1,1
69.0670,0.4053,0.8400,-0.4347,-434.74,-50.00,415.18,-69.6,-150.8,1764.5,1000.0,50.0,5000.0,0.0000,500,150,-1.000000,259,240,22,1,1,1
69.1305,0.4096,0.8400,-0.4304,-430.43,-50.00,339.70,-140.7,113.7,1771.7,1000.0,50.0,5000.0,0.0000,500,150,-1.000000,262,239,22,1,1,1
69.1987,0.4148,0.8400,-0.4252,-425.16,-50.00,386.37,-88.8,-42.1,1768.9,1000.0,50.0,5000.0,0.0000,500,150,-1.000000,265,240,22,1,1,1
69.2661,0.4193,0.8400,-0.4207,-420.66,-50.00,332.53,-138.1,136.9,1778.1,1000.0,50.0,5000.0,0.0000,500,150,-1.000000,268,240,22,1,1,1
69.3299,0.4242,0.8400,-0.4158,-415.78,-50.00,383.05,-82.7,-34.7,1775.9,1000.0,50.0,5000.0,0.0000,500,150,-1.000000,271,240,22,1,1,1
69.3981,0.4290,0.8400,-0.4110,-411.00,-50.00,350.94,-110.1,73.4,1780.9,1000.0,50.0,5000.0,0.0000,500,150,-1.000000,274,239,22,1,1,1
69.4623,0.4338,0.8400,-0.4062,-406.22,-50.00,372.15,-84.1,0.0,1780.9,1000.0,50.0,5000.0,0.0000,500,150,-1.000000,277,239,22,1,1,1
69.5304,0.4386,0.8400,-0.4014,-401.40,-50.00,354.06,-97.3,57.9,1784.8,1000.0,50.0,5000.0,0.0000,500,150,-1.000000,280,239,22,1,1,1
69.5985,0.4440,0.8400,-0.3960,-396.04,-50.00,392.78,-53.3,-71.1,1780.0,1000.0,50.0,5000.0,0.0000,500,150,-1.000000,284,239,22,1,1,1
69.6622,0.4498,0.8400,-0.3902,-390.21,-50.00,457.79,17.6,-266.2,1763.0,1000.0,50.0,5000.0,0.0000,500,150,-1.000000,287,240,22,1,1,1
69.7299,0.4546,0.8400,-0.3854,-385.36,-50.00,358.60,-76.8,75.8,1768.2,1000.0,50.0,5000.0,0.0000,500,150,-1.000000,290,240,22,1,1,1
69.7940,0.4608,0.8400,-0.3792,-379.23,-50.00,477.29,48.1,-311.3,1748.2,1000.0,50.0,5000.0,0.0000,500,150,-1.000000,294,240,22,1,1,1
69.8634,0.4664,0.8400,-0.3736,-373.59,-50.00,406.33,-17.3,-56.4,1744.3,1000.0,50.0,5000.0,0.0000,500,150,-1.000000,298,240,22,1,1,1
69.9304,0.4727,0.8400,-0.3673,-367.34,-50.00,466.48,49.1,-247.8,1727.7,1000.0,50.0,5000.0,0.0000,500,150,-1.000000,302,240,22,1,1,1
69.9944,0.4784,0.8400,-0.3616,-361.63,-50.00,445.95,34.3,-162.5,1717.3,1000.0,50.0,5000.0,0.0000,500,150,-1.000000,306,240,22,1,1,1
70.0621,0.4850,0.8400,-0.3550,-355.04,-50.00,486.79,81.7,-284.2,1698.0,1000.0,50.0,5000.0,0.0000,500,150,-1.000000,310,241,22,1,1,1
70.1263,0.4910,0.8400,-0.3490,-349.05,-50.00,466.68,67.6,-200.3,1685.1,1000.0,50.0,5000.0,0.0000,500,150,-1.000000,314,240,22,1,1,1
70.1942,0.4977,0.8400,-0.3423,-342.34,-50.00,493.64,101.3,-278.4,1666.2,1000.0,50.0,5000.0,0.0000,500,150,-1.000000,318,240,22,1,1,1
70.2580,0.5046,0.8400,-0.3354,-335.38,-50.00,546.08,160.7,-427.6,1639.0,1000.0,50.0,5000.0,0.0000,500,150,-1.000000,322,240,22,1,1,1
70.3258,0.5114,0.8400,-0.3286,-328.62,-50.00,498.88,120.3,-249.2,1622.1,1000.0,50.0,5000.0,0.0000,500,150,-1.000000,327,240,22,1,1,1
70.3943,0.5185,0.8400,-0.3215,-321.51,-50.00,518.87,147.4,-307.7,1601.0,1000.0,50.0,5000.0,0.0000,500,150,-1.000000,331,240,22,1,1,1
70.4578,0.5254,0.8400,-0.3146,-314.64,-50.00,540.87,176.2,-365.5,1577.8,1000.0,50.0,5000.0,0.0000,500,150,-1.000000,336,240,22,1,1,1
70.5258,0.5319,0.8400,-0.3081,-308.10,-50.00,481.01,122.9,-162.6,1566.7,1000.0,50.0,5000.0,0.0000,500,150,-1.000000,340,240,22,1,1,1
70.5903,0.5388,0.8400,-0.3012,-301.23,-50.00,532.30,181.1,-335.2,1545.1,1000.0,50.0,5000.0,0.0000,500,150,-1.000000,344,241,22,1,1,1
70.6583,0.5448,0.8400,-0.2952,-295.15,-50.00,446.71,101.6,-58.0,1541.2,1000.0,50.0,5000.0,0.0000,500,150,-1.000000,348,240,22,1,1,1
70.7264,0.5512,0.8400,-0.2888,-288.76,-50.00,469.79,131.0,-158.0,1530.4,1000.0,50.0,5000.0,0.0000,500,150,-1.000000,352,240,22,1,1,1
